sequence_id	superfamily	classification	length	original_header
Mariner-13_DBp_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-13_DBp_tp#DNA/TcMar-Mariner RBRM:Mariner-13_DBp cds_range:176-1223 [Drosophila bipectinata]
Mariner-13_HSal_tp	TcMar	DNA/TcMar-Mariner	339	Mariner-13_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-13_HSal cds_range:191-1208 [Harpegnathos saltator]
Mariner-13_LHu_tp	TcMar	DNA/TcMar-Mariner	369	Mariner-13_LHu_tp#DNA/TcMar-Mariner RBRM:Mariner-13_LHu cds_range:101-1208 [Linepithema humile]
Mariner-13_LMi_tp	TcMar	DNA/TcMar-Mariner	358	Mariner-13_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-13_LMi cds_range:188-1262 [Locusta migratoria]
Mariner-14_CFl_tp	TcMar	DNA/TcMar-Mariner	341	Mariner-14_CFl_tp#DNA/TcMar-Mariner RBRM:Mariner-14_CFl cds_range:179-1202 [Camponotus floridanus]
Mariner-14_DBp_tp	TcMar	DNA/TcMar-Mariner	356	Mariner-14_DBp_tp#DNA/TcMar-Mariner RBRM:Mariner-14_DBp cds_range:139-1207 Mariner-2_DEr_tp near-identical with errors. [Drosophila bipectinata]
Mariner-14_LMi_tp	TcMar	DNA/TcMar-Mariner	356	Mariner-14_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-14_LMi cds_range:160-1228 [Locusta migratoria]
Mariner-15_HSal_tp	TcMar	DNA/TcMar-Mariner	301	Mariner-15_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-15_HSal cds_range:181-1084 [Harpegnathos saltator]
Mariner-15_RPr_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-15_RPr_tp#DNA/TcMar-Mariner RBRM:Mariner-15_RPr cds_range:195-1242 [Rhodnius prolixus]
Mariner-15_SM_tp	TcMar	DNA/TcMar-Mariner	264	Mariner-15_SM_tp#DNA/TcMar-Mariner RBRM:Mariner-15_SM cds_range:156-948 [Schmidtea mediterranea]
Mariner-16_AEc_tp	TcMar	DNA/TcMar-Mariner	341	Mariner-16_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-16_AEc cds_range:186-1209 [Acromyrmex echinatior]
Mariner-16_HM_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-16_HM_tp#DNA/TcMar-Mariner RBRM:Mariner-16_HM cds_range:178-1225 [Hydra vulgaris]
Mariner-16_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-16_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-16_HSal cds_range:186-1212 [Harpegnathos saltator]
Mariner-16_LHu_tp	TcMar	DNA/TcMar-Mariner	333	Mariner-16_LHu_tp#DNA/TcMar-Mariner RBRM:Mariner-16_LHu cds_range:191-1190 [Linepithema humile]
Mariner-16_RPr_tp	TcMar	DNA/TcMar-Mariner	355	Mariner-16_RPr_tp#DNA/TcMar-Mariner RBRM:Mariner-16_RPr cds_range:154-1219 [Rhodnius prolixus]
Mariner-18_AEc_tp	TcMar	DNA/TcMar-Mariner	346	Mariner-18_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-18_AEc cds_range:173-1211 [Acromyrmex echinatior]
Mariner-18_LMi_tp	TcMar	DNA/TcMar-Mariner	356	Mariner-18_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-18_LMi frameshifts:1 cds_range:156-1225 via tfasty with Mariner1_GG_tp [Locusta migratoria]
Mariner-19_SIn_tp	TcMar	DNA/TcMar-Mariner	357	Mariner-19_SIn_tp#DNA/TcMar-Mariner RBRM:Mariner-19_SIn cds_range:162-1233 [Solenopsis invicta]
Mariner-20_AEc_tp	TcMar	DNA/TcMar-Mariner	371	Mariner-20_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-20_AEc cds_range:119-1232 [Acromyrmex echinatior]
Mariner-20_HSal_tp	TcMar	DNA/TcMar-Mariner	341	Mariner-20_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-20_HSal cds_range:185-1208 [Harpegnathos saltator]
Mariner-20_SIn_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-20_SIn_tp#DNA/TcMar-Mariner RBRM:Mariner-20_SIn cds_range:175-1210 [Solenopsis invicta]
Mariner-21_AEc_tp	TcMar	DNA/TcMar-Mariner	354	Mariner-21_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-21_AEc cds_range:192-1254 [Acromyrmex echinatior]
Mariner-22_AEc_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-22_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-22_AEc cds_range:197-1244 [Acromyrmex echinatior]
Mariner-22_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-22_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-22_HSal cds_range:184-1210 [Harpegnathos saltator]
Mariner-23_AEc_tp	TcMar	DNA/TcMar-Mariner	311	Mariner-23_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-23_AEc cds_range:326-1259 [Acromyrmex echinatior]
Mariner-23_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-23_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-23_HSal cds_range:184-1210 [Harpegnathos saltator]
Mariner-23_LMi_tp	TcMar	DNA/TcMar-Mariner	350	Mariner-23_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-23_LMi cds_range:204-1254 [Locusta migratoria]
Mariner-23_LSal_tp	TcMar	DNA/TcMar-Mariner	355	Mariner-23_LSal_tp#DNA/TcMar-Mariner RBRM:Mariner-23_LSal cds_range:171-1236 [Lepeophtheirus salmonis]
Mariner-23_SIn_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-23_SIn_tp#DNA/TcMar-Mariner RBRM:Mariner-23_SIn cds_range:173-1199 [Solenopsis invicta]
Mariner-24_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-24_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-24_HSal cds_range:172-1207 [Harpegnathos saltator]
Mariner-25_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-25_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-25_HSal cds_range:173-1208 [Harpegnathos saltator]
Mariner-25_LMi_tp	TcMar	DNA/TcMar-Mariner	355	Mariner-25_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-25_LMi cds_range:162-1227 [Locusta migratoria]
Mariner-25_SIn_tp	TcMar	DNA/TcMar-Mariner	357	Mariner-25_SIn_tp#DNA/TcMar-Mariner RBRM:Mariner-25_SIn stops:1 cds_range:193-1264 via tfasty with Mariner-21_AEc [Solenopsis invicta]
Mariner-26_AEc_tp	TcMar	DNA/TcMar-Mariner	354	Mariner-26_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-26_AEc cds_range:194-1256 [Acromyrmex echinatior]
Mariner-26_HSal_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-26_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-26_HSal cds_range:179-1226 [Harpegnathos saltator]
Mariner-27_AEc_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-27_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-27_AEc cds_range:183-1209 [Acromyrmex echinatior]
Mariner-27_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-27_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-27_HSal cds_range:171-1197 [Harpegnathos saltator]
Mariner-28_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-28_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-28_HSal cds_range:173-1208 [Harpegnathos saltator]
Mariner-29_HSal_tp	TcMar	DNA/TcMar-Mariner	311	Mariner-29_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-29_HSal cds_range:125-1058 [Harpegnathos saltator]
Mariner-30_AEc_tp	TcMar	DNA/TcMar-Mariner	353	Mariner-30_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-30_AEc cds_range:206-1265 [Acromyrmex echinatior]
Mariner-30_LSal_tp	TcMar	DNA/TcMar-Mariner	346	Mariner-30_LSal_tp#DNA/TcMar-Mariner RBRM:Mariner-30_LSal cds_range:170-1208 [Lepeophtheirus salmonis]
Mariner-31_AEc_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-31_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-31_AEc cds_range:173-1208 [Acromyrmex echinatior]
Mariner-31_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-31_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-31_HSal frameshifts:1 cds_range:172-1197 via tfasty with Mariner-11_CFl [Harpegnathos saltator]
Mariner-32_HSal_tp	TcMar	DNA/TcMar-Mariner	310	Mariner-32_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-32_HSal cds_range:174-1104 [Harpegnathos saltator]
Mariner-33_AEc_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-33_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-33_AEc cds_range:166-1201 [Acromyrmex echinatior]
Mariner-33_HSal_tp	TcMar	DNA/TcMar-Mariner	350	Mariner-33_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-33_HSal cds_range:173-1223 [Harpegnathos saltator]
Mariner-34_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-34_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-34_HSal cds_range:172-1198 [Harpegnathos saltator]
Mariner-35_AEc_tp	TcMar	DNA/TcMar-Mariner	364	Mariner-35_AEc_tp#DNA/TcMar-Mariner RBRM:Mariner-35_AEc cds_range:164-1256 [Acromyrmex echinatior]
Mariner-35_HSal_tp	TcMar	DNA/TcMar-Mariner	265	Mariner-35_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-35_HSal cds_range:417-1212 [Harpegnathos saltator]
Mariner-36_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-36_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-36_HSal cds_range:185-1211 [Harpegnathos saltator]
Mariner-38_HSal_tp	TcMar	DNA/TcMar-Mariner	350	Mariner-38_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-38_HSal cds_range:172-1222 [Harpegnathos saltator]
Mariner-39_HSal_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-39_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-39_HSal cds_range:179-1226 [Harpegnathos saltator]
Mariner-40_HSal_tp	TcMar	DNA/TcMar-Mariner	339	Mariner-40_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-40_HSal cds_range:77-1094 [Harpegnathos saltator]
Mariner-40_LSal_tp	TcMar	DNA/TcMar-Mariner	307	Mariner-40_LSal_tp#DNA/TcMar-Mariner RBRM:Mariner-40_LSal cds_range:179-1100 [Lepeophtheirus salmonis]
Mariner-42_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-42_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-42_HSal cds_range:183-1209 [Harpegnathos saltator]
Mariner-43_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-43_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-43_HSal cds_range:182-1208 [Harpegnathos saltator]
Mariner-45_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-45_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-45_HSal cds_range:183-1209 [Harpegnathos saltator]
Mariner-46_HSal_tp	TcMar	DNA/TcMar-Mariner	341	Mariner-46_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-46_HSal cds_range:183-1206 [Harpegnathos saltator]
Mariner-47_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-47_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-47_HSal cds_range:184-1210 [Harpegnathos saltator]
Mariner-48_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-48_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-48_HSal cds_range:172-1207 [Harpegnathos saltator]
Mariner-49_HSal_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-49_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-49_HSal cds_range:179-1226 [Harpegnathos saltator]
Mariner-49_LMi_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-49_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-49_LMi cds_range:178-1225 [Locusta migratoria]
Mariner-50_HSal_tp	TcMar	DNA/TcMar-Mariner	354	Mariner-50_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-50_HSal cds_range:193-1255 [Harpegnathos saltator]
Mariner-51_LMi_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-51_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-51_LMi cds_range:180-1227 [Locusta migratoria]
Mariner-53_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-53_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-53_HSal cds_range:173-1208 [Harpegnathos saltator]
Mariner-57_LMi_tp	TcMar	DNA/TcMar-Mariner	356	Mariner-57_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-57_LMi cds_range:192-1260 [Locusta migratoria]
Mariner-57B_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-57B_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-57B_HSal cds_range:199-1234 [Harpegnathos saltator]
Mariner-61_LMi_tp	TcMar	DNA/TcMar-Mariner	384	Mariner-61_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-61_LMi cds_range:81-1233 [Locusta migratoria]
Mariner-62_LMi_tp	TcMar	DNA/TcMar-Mariner	352	Mariner-62_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-62_LMi cds_range:185-1241 [Locusta migratoria]
Mariner-63_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-63_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-63_HSal cds_range:168-1203 [Harpegnathos saltator]
Mariner-64_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-64_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-64_HSal cds_range:172-1198 [Harpegnathos saltator]
Mariner-65_HSal_tp	TcMar	DNA/TcMar-Mariner	343	Mariner-65_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-65_HSal cds_range:174-1203 [Harpegnathos saltator]
Mariner-69_LMi_tp	TcMar	DNA/TcMar-Mariner	377	Mariner-69_LMi_tp#DNA/TcMar-Mariner RBRM:Mariner-69_LMi cds_range:86-1217 [Locusta migratoria]
Mariner-70_HSal_tp	TcMar	DNA/TcMar-Mariner	265	Mariner-70_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-70_HSal cds_range:179-974 [Harpegnathos saltator]
Mariner-72_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-72_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-72_HSal cds_range:172-1198 [Harpegnathos saltator]
Mariner-73_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-73_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-73_HSal cds_range:184-1210 [Harpegnathos saltator]
Mariner-75_HSal_tp	TcMar	DNA/TcMar-Mariner	342	Mariner-75_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-75_HSal cds_range:184-1210 [Harpegnathos saltator]
Mariner-78_HSal_tp	TcMar	DNA/TcMar-Mariner	283	Mariner-78_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-78_HSal cds_range:2-851 [Harpegnathos saltator]
Mariner-85_HSal_tp	TcMar	DNA/TcMar-Mariner	303	Mariner-85_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-85_HSal cds_range:279-1188 [Harpegnathos saltator]
Mariner-94_HSal_tp	TcMar	DNA/TcMar-Mariner	341	Mariner-94_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-94_HSal frameshifts:2 cds_range:169-1190 via tfasty with Mariner-65_HSal [Harpegnathos saltator]
Mariner-98_HSal_tp	TcMar	DNA/TcMar-Mariner	349	Mariner-98_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-98_HSal frameshifts:1 cds_range:179-1225 via tfasty with Mariner-30_LSal_tp [Harpegnathos saltator]
Mariner-99_HSal_tp	TcMar	DNA/TcMar-Mariner	346	Mariner-99_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-99_HSal cds_range:185-1223 [Harpegnathos saltator]
Mariner-100_HSal_tp	TcMar	DNA/TcMar-Mariner	345	Mariner-100_HSal_tp#DNA/TcMar-Mariner RBRM:Mariner-100_HSal cds_range:172-1207 [Harpegnathos saltator]
Mariner_CA_tp	TcMar	DNA/TcMar-Mariner	342	Mariner_CA_tp#DNA/TcMar-Mariner RBRM:Mariner_CA cds_range:184-1210 [Chymomyza amoena]
Mariner_HB_tp	TcMar	DNA/TcMar-Mariner	341	Mariner_HB_tp#DNA/TcMar-Mariner RBRM:Mariner_HB frameshifts:1 stops:3 cds_range:179-1201 wised with HSMAR1 [Heterorhabditis bacteriophora]
Mariner_HC_tp	TcMar	DNA/TcMar-Mariner	327	Mariner_HC_tp#DNA/TcMar-Mariner RBRM:Mariner_HC frameshifts:2 stops:3 cds_range:187-1168 wised with Bmar1 [Hyalophora cecropia]
Mariner_Tbel_tp	TcMar	DNA/TcMar-Mariner	342	Mariner_Tbel_tp#DNA/TcMar-Mariner RBRM:Mariner_Tbel cds_range:179-1205 [Tupaia belangeri]
NAVIMAR1_tp	TcMar	DNA/TcMar-Mariner	343	NAVIMAR1_tp#DNA/TcMar-Mariner RBRM:NAVIMAR1 frameshifts:1 cds_range:186-1214 via tfasty with Mariner_CA_tp [Nasonia vitripennis]
Oamar1_tp	TcMar	DNA/TcMar-Mariner	342	Oamar1_tp#DNA/TcMar-Mariner RBRM:Oamar1 frameshifts:8 stops:5 cds_range:118-1144 via tfasty with Acmar [Ruminantia]
SMAR1_tp	TcMar	DNA/TcMar-Mariner	350	SMAR1_tp#DNA/TcMar-Mariner RBRM:SMAR1 cds_range:253-1303 [Schmidtea mediterranea]
SMAR4_tp	TcMar	DNA/TcMar-Mariner	344	SMAR4_tp#DNA/TcMar-Mariner RBRM:SMAR4 cds_range:164-1196 [Schmidtea mediterranea]
SMAR7_tp	TcMar	DNA/TcMar-Mariner	343	SMAR7_tp#DNA/TcMar-Mariner RBRM:SMAR7 frameshifts:2 stops:1 cds_range:175-1202 via tfasty with Acmar_tp [Schmidtea mediterranea]
SMAR10_tp	TcMar	DNA/TcMar-Mariner	342	SMAR10_tp#DNA/TcMar-Mariner RBRM:SMAR10 frameshifts:1 stops:1 cds_range:170-1195 via tfasty with HSMAR2_tp [Schmidtea mediterranea]
SMAR17_tp	TcMar	DNA/TcMar-Mariner	340	SMAR17_tp#DNA/TcMar-Mariner RBRM:SMAR17 frameshifts:2 cds_range:169-1189 via tfasty with BOTMAR1_tp [Schmidtea mediterranea]
SMAR23_tp	TcMar	DNA/TcMar-Mariner	345	SMAR23_tp#DNA/TcMar-Mariner RBRM:SMAR23 cds_range:175-1210 [Schmidtea mediterranea]
SMAR26_tp	TcMar	DNA/TcMar-Mariner	344	SMAR26_tp#DNA/TcMar-Mariner RBRM:SMAR26 frameshifts:3 cds_range:84-1115 via tfasty with MARIAM1_tp [Schmidtea mediterranea]
SMAR27_tp	TcMar	DNA/TcMar-Mariner	337	SMAR27_tp#DNA/TcMar-Mariner RBRM:SMAR27 cds_range:202-1213 [Schmidtea mediterranea]
SMAR31_tp	TcMar	DNA/TcMar-Mariner	353	SMAR31_tp#DNA/TcMar-Mariner RBRM:SMAR31 cds_range:136-1195 [Schmidtea mediterranea]
SMAR32_tp	TcMar	DNA/TcMar-Mariner	341	SMAR32_tp#DNA/TcMar-Mariner RBRM:SMAR32 frameshifts:2 cds_range:182-1203 via tfasty with HSMAR1_tp [Schmidtea mediterranea]
SMAR33_tp	TcMar	DNA/TcMar-Mariner	343	SMAR33_tp#DNA/TcMar-Mariner RBRM:SMAR33 cds_range:198-1227 [Schmidtea mediterranea]
VENSMAR1_tp	TcMar	DNA/TcMar-Mariner	347	VENSMAR1_tp#DNA/TcMar-Mariner RBRM:VENSMAR1 cds_range:181-1222 [Ventiella sulfuris]
Mogwai1_Ei_tp	TcMar	DNA/TcMar-Mogwai	696	Mogwai1_Ei_tp#DNA/TcMar-Mogwai RBRM:Mogwai1_EI frameshifts:2 stops:1 cds_range:239-2329 via tfasty with 31202999_AG and, recursively, with Mogwai2_EI [Entamoeba invadens]
Mogwai2_EI_tp	TcMar	DNA/TcMar-Mogwai	771	Mogwai2_EI_tp#DNA/TcMar-Mogwai RBRM:Mogwai2_EI frameshifts:3 stops:3 cds_range:220-2534 via tfasty with Mogwai1_Ei_p1 [Entamoeba invadens]
ATHPogo_tp	TcMar	DNA/TcMar-Pogo	501	ATHPogo_tp#DNA/TcMar-Pogo RBRM:ATHPOGO frameshifts:1 stops:1 cds_range:395-1899 via tfasty with Mariner2_MT_tp,  Named Emigrant by Turcotte and Bureau [Arabidopsis]
Mariner2_MT_tp	TcMar	DNA/TcMar-Pogo	535	Mariner2_MT_tp#DNA/TcMar-Pogo RBRM:MARINER2_MT cds_range:320-1925 [Medicago truncatula]
Mariner-1_LCh_tp	TcMar	DNA/TcMar-Pogo	393	Mariner-1_LCh_tp#DNA/TcMar-Pogo RBRM:Mariner-1_LCh cds_range:119-1298 [Latimeria chalumnae]
Mariner-1_NV_tp	TcMar	DNA/TcMar-Pogo	539	Mariner-1_NV_tp#DNA/TcMar-Pogo RBRM:Mariner-1_NV frameshifts:1 cds_range:991-2609 via tfasty with Mariner2_MT_tp [Nematostella vectensis]
Mariner-2_BG_tp	TcMar	DNA/TcMar-Pogo	518	Mariner-2_BG_tp#DNA/TcMar-Pogo RBRM:Mariner-2_BG cds_range:168-1722 [Blumeria graminis]
Mariner-2_CCri_tp	TcMar	DNA/TcMar-Pogo	617	Mariner-2_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-2_CCri cds_range:70-1921 [Chondrus crispus]
Mariner-2_NV_tp	TcMar	DNA/TcMar-Pogo	510	Mariner-2_NV_tp#DNA/TcMar-Pogo RBRM:Mariner-2_NV frameshifts:1 cds_range:383-1914 via tfasty with Mariner2_MT_tp [Nematostella vectensis]
Mariner-3_AN_tp	TcMar	DNA/TcMar-Pogo	557	Mariner-3_AN_tp#DNA/TcMar-Pogo RBRM:Mariner-3_AN cds_range:88-1759 [Aspergillus nidulans]
Mariner-4_NV_tp	TcMar	DNA/TcMar-Pogo	544	Mariner-4_NV_tp#DNA/TcMar-Pogo RBRM:Mariner-4_NV cds_range:1049-2681 [Nematostella vectensis]
Mariner-5_NV_tp	TcMar	DNA/TcMar-Pogo	454	Mariner-5_NV_tp#DNA/TcMar-Pogo RBRM:Mariner-5_NV frameshifts:4 stops:1 cds_range:108-1470 via tfasty with ATHPogo_tp [Nematostella vectensis]
Mariner-6_MLP_tp	TcMar	DNA/TcMar-Pogo	575	Mariner-6_MLP_tp#DNA/TcMar-Pogo RBRM:Mariner-6_MLP cds_range:242-2030 exons:242-1356;1419-2030 via genewise with Mariner-7_PR_tp [Melampsora larici-populina]
Mariner-6_NV_tp	TcMar	DNA/TcMar-Pogo	699	Mariner-6_NV_tp#DNA/TcMar-Pogo RBRM:Mariner-6_NV [Nematostella vectensis]
Mariner-7_AF_tp	TcMar	DNA/TcMar-Pogo	518	Mariner-7_AF_tp#DNA/TcMar-Pogo RBRM:Mariner-7_AF cds_range:180-1734 [Aspergillus fumigatus]
Mariner-7_PR_tp	TcMar	DNA/TcMar-Pogo	549	Mariner-7_PR_tp#DNA/TcMar-Pogo RBRM:Mariner-7_PR cds_range:95-1742 [Phytophthora ramorum]
Mariner-9_LCh_tp	TcMar	DNA/TcMar-Pogo	525	Mariner-9_LCh_tp#DNA/TcMar-Pogo RBRM:Mariner-9_LCh cds_range:307-1882 [Latimeria chalumnae]
Mariner-10_CGi_tp	TcMar	DNA/TcMar-Pogo	537	Mariner-10_CGi_tp#DNA/TcMar-Pogo RBRM:Mariner-10_CGi cds_range:984-2595 [Crassostrea gigas]
Mariner-12_LCh_tp	TcMar	DNA/TcMar-Pogo	518	Mariner-12_LCh_tp#DNA/TcMar-Pogo RBRM:Mariner-12_LCh cds_range:598-2152 [Latimeria chalumnae]
Mariner-13_CGi_tp	TcMar	DNA/TcMar-Pogo	606	Mariner-13_CGi_tp#DNA/TcMar-Pogo RBRM:Mariner-13_CGi cds_range:531-2349 [Crassostrea gigas]
Mariner-14_CCri_tp	TcMar	DNA/TcMar-Pogo	552	Mariner-14_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-14_CCri cds_range:365-2021 [Chondrus crispus]
Mariner-14_PI_tp	TcMar	DNA/TcMar-Pogo	537	Mariner-14_PI_tp#DNA/TcMar-Pogo RBRM:Mariner-14_PI cds_range:156-1767 [Phytophthora infestans]
Mariner-17_LCh_tp	TcMar	DNA/TcMar-Pogo	496	Mariner-17_LCh_tp#DNA/TcMar-Pogo RBRM:Mariner-17_LCh cds_range:265-1753 [Latimeria chalumnae]
Mariner-20_LCh_tp	TcMar	DNA/TcMar-Pogo	375	Mariner-20_LCh_tp#DNA/TcMar-Pogo RBRM:Mariner-20_LCh cds_range:970-2095 [Latimeria chalumnae]
Mariner-23_LCh_tp	TcMar	DNA/TcMar-Pogo	515	Mariner-23_LCh_tp#DNA/TcMar-Pogo RBRM:Mariner-23_LCh cds_range:738-2283 [Latimeria chalumnae]
Mariner-25_LCh_tp	TcMar	DNA/TcMar-Pogo	537	Mariner-25_LCh_tp#DNA/TcMar-Pogo RBRM:Mariner-25_LCh cds_range:398-2146 exons:398-945;1082-2146 via genewise with Mariner-23_LCh [Latimeria chalumnae]
Mariner-34_SM_tp	TcMar	DNA/TcMar-Pogo	479	Mariner-34_SM_tp#DNA/TcMar-Pogo RBRM:Mariner-34_SM cds_range:383-1820 [Schmidtea mediterranea]
Mariner-35_CCri_tp	TcMar	DNA/TcMar-Pogo	384	Mariner-35_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-35_CCri cds_range:747-1899 [Chondrus crispus]
Mariner-37_CCri_tp	TcMar	DNA/TcMar-Pogo	572	Mariner-37_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-37_CCri cds_range:289-2005 [Chondrus crispus]
Mariner-53_CCri_tp	TcMar	DNA/TcMar-Pogo	661	Mariner-53_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-53_CCri cds_range:512-2495 [Chondrus crispus]
Mariner-54_CCri_tp	TcMar	DNA/TcMar-Pogo	664	Mariner-54_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-54_CCri cds_range:306-2298 [Chondrus crispus]
Mariner-55_CCri_tp	TcMar	DNA/TcMar-Pogo	661	Mariner-55_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-55_CCri cds_range:538-2521 [Chondrus crispus]
Mariner-56_CCri_tp	TcMar	DNA/TcMar-Pogo	532	Mariner-56_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-56_CCri cds_range:447-2043 [Chondrus crispus]
Mariner-85_CCri_tp	TcMar	DNA/TcMar-Pogo	342	Mariner-85_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-85_CCri cds_range:926-1952 [Chondrus crispus]
Mariner-91_CCri_tp	TcMar	DNA/TcMar-Pogo	537	Mariner-91_CCri_tp#DNA/TcMar-Pogo RBRM:Mariner-91_CCri cds_range:438-2049 [Chondrus crispus]
